Number of total jobs: 3732
Job created at 6, Arrival Time: 6, Processing Time: 3, Priority: 0
Job created at 8004, Arrival Time: 8004, Processing Time: 1, Priority: 0
Job created at 8009, Arrival Time: 8009, Processing Time: 12, Priority: 1
Job created at 8009, Arrival Time: 8009, Processing Time: 4, Priority: 0
Job created at 8010, Arrival Time: 8010, Processing Time: 6, Priority: 0
Job created at 8015, Arrival Time: 8015, Processing Time: 1, Priority: 0
Job created at 8019, Arrival Time: 8019, Processing Time: 5, Priority: 0
Job created at 8020, Arrival Time: 8020, Processing Time: 9, Priority: 0
Job created at 8024, Arrival Time: 8024, Processing Time: 12, Priority: 0
Job created at 8025, Arrival Time: 8025, Processing Time: 1, Priority: 0
Job created at 8029, Arrival Time: 8029, Processing Time: 2, Priority: 0
Job created at 8031, Arrival Time: 8031, Processing Time: 7, Priority: 0
Job created at 8036, Arrival Time: 8036, Processing Time: 2, Priority: 0
Job created at 8039, Arrival Time: 8039, Processing Time: 3, Priority: 0
Job created at 8040, Arrival Time: 8040, Processing Time: 8, Priority: 0
Job created at 8041, Arrival Time: 8041, Processing Time: 8, Priority: 1
Job created at 8044, Arrival Time: 8044, Processing Time: 2, Priority: 0
Job created at 8049, Arrival Time: 8049, Processing Time: 1, Priority: 0
Job created at 8050, Arrival Time: 8050, Processing Time: 12, Priority: 0
Job created at 8050, Arrival Time: 8050, Processing Time: 7, Priority: 0
Job created at 8055, Arrival Time: 8055, Processing Time: 2, Priority: 0
Job created at 8060, Arrival Time: 8060, Processing Time: 3, Priority: 0
Job created at 8061, Arrival Time: 8061, Processing Time: 9, Priority: 0
Job created at 8064, Arrival Time: 8064, Processing Time: 4, Priority: 0
Job created at 8069, Arrival Time: 8069, Processing Time: 1, Priority: 0
Job created at 8071, Arrival Time: 8071, Processing Time: 7, Priority: 0
Job created at 8071, Arrival Time: 8071, Processing Time: 11, Priority: 1
Job created at 8074, Arrival Time: 8074, Processing Time: 11, Priority: 0
Job created at 8076, Arrival Time: 8076, Processing Time: 4, Priority: 0
Job created at 8079, Arrival Time: 8079, Processing Time: 6, Priority: 0
Job created at 8080, Arrival Time: 8080, Processing Time: 2, Priority: 0
Job created at 8085, Arrival Time: 8085, Processing Time: 5, Priority: 0
Job created at 8089, Arrival Time: 8089, Processing Time: 7, Priority: 0
Job created at 8090, Arrival Time: 8090, Processing Time: 4, Priority: 0
Job created at 8096, Arrival Time: 8096, Processing Time: 2, Priority: 0
Job created at 8097, Arrival Time: 8097, Processing Time: 12, Priority: 1
Job created at 8099, Arrival Time: 8099, Processing Time: 14, Priority: 0
Job created at 8101, Arrival Time: 8101, Processing Time: 10, Priority: 0
Job created at 8101, Arrival Time: 8101, Processing Time: 4, Priority: 0
Job created at 8106, Arrival Time: 8106, Processing Time: 2, Priority: 0
Job created at 8110, Arrival Time: 8110, Processing Time: 4, Priority: 0
Job created at 8111, Arrival Time: 8111, Processing Time: 6, Priority: 0
Job created at 8116, Arrival Time: 8116, Processing Time: 3, Priority: 0
Job created at 8119, Arrival Time: 8119, Processing Time: 6, Priority: 0
Job created at 8120, Arrival Time: 8120, Processing Time: 5, Priority: 0
Job created at 8125, Arrival Time: 8125, Processing Time: 12, Priority: 0
Job created at 8125, Arrival Time: 8125, Processing Time: 4, Priority: 0
Job created at 8129, Arrival Time: 8129, Processing Time: 9, Priority: 0
Job created at 8129, Arrival Time: 8129, Processing Time: 5, Priority: 0
Job created at 8129, Arrival Time: 8129, Processing Time: 8, Priority: 1
Job created at 8136, Arrival Time: 8136, Processing Time: 3, Priority: 0
Job created at 8141, Arrival Time: 8141, Processing Time: 3, Priority: 0
Job created at 8141, Arrival Time: 8141, Processing Time: 9, Priority: 0
Job created at 8144, Arrival Time: 8144, Processing Time: 2, Priority: 0
Job created at 8149, Arrival Time: 8149, Processing Time: 13, Priority: 0
Job created at 8150, Arrival Time: 8150, Processing Time: 5, Priority: 0
Job created at 8151, Arrival Time: 8151, Processing Time: 6, Priority: 0
Job created at 8156, Arrival Time: 8156, Processing Time: 3, Priority: 0
Job created at 8160, Arrival Time: 8160, Processing Time: 8, Priority: 0
Job created at 8161, Arrival Time: 8161, Processing Time: 5, Priority: 0
Job created at 8163, Arrival Time: 8163, Processing Time: 8, Priority: 1
Job created at 8166, Arrival Time: 8166, Processing Time: 2, Priority: 0
Job created at 8170, Arrival Time: 8170, Processing Time: 4, Priority: 0
Job created at 8171, Arrival Time: 8171, Processing Time: 6, Priority: 0
Job created at 8175, Arrival Time: 8175, Processing Time: 1, Priority: 0
Job created at 8175, Arrival Time: 8175, Processing Time: 15, Priority: 0
Job created at 8179, Arrival Time: 8179, Processing Time: 10, Priority: 0
Job created at 8180, Arrival Time: 8180, Processing Time: 1, Priority: 0
Job created at 8186, Arrival Time: 8186, Processing Time: 1, Priority: 0
Job created at 8188, Arrival Time: 8188, Processing Time: 11, Priority: 1
Job created at 8190, Arrival Time: 8190, Processing Time: 1, Priority: 0
Job created at 8191, Arrival Time: 8191, Processing Time: 10, Priority: 0
Job created at 8195, Arrival Time: 8195, Processing Time: 2, Priority: 0
Job created at 8199, Arrival Time: 8199, Processing Time: 2, Priority: 0
Job created at 8199, Arrival Time: 8199, Processing Time: 12, Priority: 0
Job created at 8200, Arrival Time: 8200, Processing Time: 7, Priority: 0
Job created at 8206, Arrival Time: 8206, Processing Time: 4, Priority: 0
Job created at 8211, Arrival Time: 8211, Processing Time: 4, Priority: 0
Job created at 8211, Arrival Time: 8211, Processing Time: 9, Priority: 0
Job created at 8214, Arrival Time: 8214, Processing Time: 3, Priority: 0
Job created at 8219, Arrival Time: 8219, Processing Time: 10, Priority: 1
Job created at 8219, Arrival Time: 8219, Processing Time: 3, Priority: 0
Job created at 8220, Arrival Time: 8220, Processing Time: 10, Priority: 0
Job created at 8224, Arrival Time: 8224, Processing Time: 5, Priority: 0
Job created at 8225, Arrival Time: 8225, Processing Time: 15, Priority: 0
Job created at 8231, Arrival Time: 8231, Processing Time: 5, Priority: 0
Job created at 8231, Arrival Time: 8231, Processing Time: 8, Priority: 0
Job created at 8235, Arrival Time: 8235, Processing Time: 4, Priority: 0
Job created at 8239, Arrival Time: 8239, Processing Time: 10, Priority: 0
Job created at 8240, Arrival Time: 8240, Processing Time: 2, Priority: 0
Job created at 8246, Arrival Time: 8246, Processing Time: 1, Priority: 0
Job created at 8248, Arrival Time: 8248, Processing Time: 8, Priority: 1
Job created at 8249, Arrival Time: 8249, Processing Time: 13, Priority: 0
Job created at 8249, Arrival Time: 8249, Processing Time: 3, Priority: 0
Job created at 8251, Arrival Time: 8251, Processing Time: 8, Priority: 0
Job created at 8255, Arrival Time: 8255, Processing Time: 1, Priority: 0
Job created at 8259, Arrival Time: 8259, Processing Time: 3, Priority: 0
Job created at 8260, Arrival Time: 8260, Processing Time: 10, Priority: 0
Job created at 8266, Arrival Time: 8266, Processing Time: 5, Priority: 0
Job created at 8269, Arrival Time: 8269, Processing Time: 3, Priority: 0
Job created at 8271, Arrival Time: 8271, Processing Time: 8, Priority: 0
Job created at 8274, Arrival Time: 8274, Processing Time: 2, Priority: 0
Job created at 8276, Arrival Time: 8276, Processing Time: 12, Priority: 0
Job created at 8278, Arrival Time: 8278, Processing Time: 8, Priority: 1
Job created at 8279, Arrival Time: 8279, Processing Time: 7, Priority: 0
Job created at 8279, Arrival Time: 8279, Processing Time: 2, Priority: 0
Job created at 8286, Arrival Time: 8286, Processing Time: 4, Priority: 0
Job created at 8289, Arrival Time: 8289, Processing Time: 5, Priority: 0
Job created at 8289, Arrival Time: 8289, Processing Time: 8, Priority: 0
Job created at 8295, Arrival Time: 8295, Processing Time: 4, Priority: 0
Job created at 8299, Arrival Time: 8299, Processing Time: 4, Priority: 0
Job created at 8300, Arrival Time: 8300, Processing Time: 11, Priority: 0
Job created at 8301, Arrival Time: 8301, Processing Time: 9, Priority: 0
Job created at 8304, Arrival Time: 8304, Processing Time: 3, Priority: 0
Job created at 8310, Arrival Time: 8310, Processing Time: 9, Priority: 0
Job created at 8311, Arrival Time: 8311, Processing Time: 5, Priority: 0
Job created at 8311, Arrival Time: 8311, Processing Time: 10, Priority: 1
Job created at 8314, Arrival Time: 8314, Processing Time: 1, Priority: 0
Job created at 8319, Arrival Time: 8319, Processing Time: 1, Priority: 0
Job created at 8320, Arrival Time: 8320, Processing Time: 7, Priority: 0
Job created at 8324, Arrival Time: 8324, Processing Time: 15, Priority: 0
Job created at 8326, Arrival Time: 8326, Processing Time: 3, Priority: 0
Job created at 8329, Arrival Time: 8329, Processing Time: 6, Priority: 0
Job created at 8331, Arrival Time: 8331, Processing Time: 3, Priority: 0
Job created at 8334, Arrival Time: 8334, Processing Time: 3, Priority: 0
Job created at 8340, Arrival Time: 8340, Processing Time: 8, Priority: 1
Job created at 8340, Arrival Time: 8340, Processing Time: 4, Priority: 0
Job created at 8340, Arrival Time: 8340, Processing Time: 6, Priority: 0
Job created at 8345, Arrival Time: 8345, Processing Time: 4, Priority: 0
Job created at 8350, Arrival Time: 8350, Processing Time: 13, Priority: 0
Job created at 8350, Arrival Time: 8350, Processing Time: 2, Priority: 0
Job created at 8351, Arrival Time: 8351, Processing Time: 8, Priority: 0
Job created at 8354, Arrival Time: 8354, Processing Time: 4, Priority: 0
Job created at 8360, Arrival Time: 8360, Processing Time: 4, Priority: 0
Job created at 8361, Arrival Time: 8361, Processing Time: 7, Priority: 0
Job created at 8364, Arrival Time: 8364, Processing Time: 3, Priority: 0
Job created at 8371, Arrival Time: 8371, Processing Time: 5, Priority: 0
Job created at 8371, Arrival Time: 8371, Processing Time: 8, Priority: 0
Job created at 8374, Arrival Time: 8374, Processing Time: 9, Priority: 1
Job created at 8375, Arrival Time: 8375, Processing Time: 4, Priority: 0
Job created at 8375, Arrival Time: 8375, Processing Time: 12, Priority: 0
Job created at 8379, Arrival Time: 8379, Processing Time: 3, Priority: 0
Job created at 8380, Arrival Time: 8380, Processing Time: 9, Priority: 0
Job created at 8385, Arrival Time: 8385, Processing Time: 2, Priority: 0
Job created at 8389, Arrival Time: 8389, Processing Time: 8, Priority: 0
Job created at 8391, Arrival Time: 8391, Processing Time: 5, Priority: 0
Job created at 8396, Arrival Time: 8396, Processing Time: 9, Priority: 1
Job created at 8396, Arrival Time: 8396, Processing Time: 2, Priority: 0
Job created at 8399, Arrival Time: 8399, Processing Time: 1, Priority: 0
Job created at 8400, Arrival Time: 8400, Processing Time: 12, Priority: 0
Job created at 8400, Arrival Time: 8400, Processing Time: 10, Priority: 0
Job created at 8405, Arrival Time: 8405, Processing Time: 2, Priority: 0
Job created at 8410, Arrival Time: 8410, Processing Time: 3, Priority: 0
Job created at 8410, Arrival Time: 8410, Processing Time: 6, Priority: 0
Job created at 8415, Arrival Time: 8415, Processing Time: 5, Priority: 0
Job created at 8419, Arrival Time: 8419, Processing Time: 9, Priority: 0
Job created at 8421, Arrival Time: 8421, Processing Time: 2, Priority: 0
Job created at 8425, Arrival Time: 8425, Processing Time: 12, Priority: 0
Job created at 8426, Arrival Time: 8426, Processing Time: 2, Priority: 0
Job created at 8430, Arrival Time: 8430, Processing Time: 6, Priority: 0
Job created at 8431, Arrival Time: 8431, Processing Time: 9, Priority: 1
Job created at 8431, Arrival Time: 8431, Processing Time: 3, Priority: 0
Job created at 8436, Arrival Time: 8436, Processing Time: 3, Priority: 0
Job created at 8439, Arrival Time: 8439, Processing Time: 5, Priority: 0
Job created at 8440, Arrival Time: 8440, Processing Time: 9, Priority: 0
Job created at 8446, Arrival Time: 8446, Processing Time: 3, Priority: 0
Job created at 8449, Arrival Time: 8449, Processing Time: 10, Priority: 0
Job created at 8450, Arrival Time: 8450, Processing Time: 4, Priority: 0
Job created at 8451, Arrival Time: 8451, Processing Time: 11, Priority: 0
Job created at 8454, Arrival Time: 8454, Processing Time: 5, Priority: 0
Job created at 8460, Arrival Time: 8460, Processing Time: 4, Priority: 0
Job created at 8461, Arrival Time: 8461, Processing Time: 12, Priority: 1
Job created at 8461, Arrival Time: 8461, Processing Time: 10, Priority: 0
Job created at 8465, Arrival Time: 8465, Processing Time: 2, Priority: 0
Job created at 8469, Arrival Time: 8469, Processing Time: 6, Priority: 0
Job created at 8469, Arrival Time: 8469, Processing Time: 1, Priority: 0
Job created at 8474, Arrival Time: 8474, Processing Time: 11, Priority: 0
Job created at 8475, Arrival Time: 8475, Processing Time: 4, Priority: 0
Job created at 8480, Arrival Time: 8480, Processing Time: 9, Priority: 0
Job created at 8480, Arrival Time: 8480, Processing Time: 5, Priority: 0
Job created at 8485, Arrival Time: 8485, Processing Time: 5, Priority: 0
Job created at 8487, Arrival Time: 8487, Processing Time: 8, Priority: 1
Job created at 8490, Arrival Time: 8490, Processing Time: 5, Priority: 0
Job created at 8491, Arrival Time: 8491, Processing Time: 9, Priority: 0
Job created at 8494, Arrival Time: 8494, Processing Time: 5, Priority: 0
Job created at 8499, Arrival Time: 8499, Processing Time: 15, Priority: 0
Job created at 8500, Arrival Time: 8500, Processing Time: 4, Priority: 0
Job created at 8501, Arrival Time: 8501, Processing Time: 7, Priority: 0
Job created at 8505, Arrival Time: 8505, Processing Time: 2, Priority: 0
Job created at 8510, Arrival Time: 8510, Processing Time: 5, Priority: 0
Job created at 8511, Arrival Time: 8511, Processing Time: 7, Priority: 0
Job created at 8516, Arrival Time: 8516, Processing Time: 2, Priority: 0
Job created at 8519, Arrival Time: 8519, Processing Time: 7, Priority: 0
Job created at 8520, Arrival Time: 8520, Processing Time: 1, Priority: 0
Job created at 8524, Arrival Time: 8524, Processing Time: 15, Priority: 0
Job created at 8524, Arrival Time: 8524, Processing Time: 4, Priority: 0
Job created at 8525, Arrival Time: 8525, Processing Time: 11, Priority: 1
Job created at 8529, Arrival Time: 8529, Processing Time: 10, Priority: 0
Job created at 8530, Arrival Time: 8530, Processing Time: 5, Priority: 0
Job created at 8534, Arrival Time: 8534, Processing Time: 2, Priority: 0
Job created at 8539, Arrival Time: 8539, Processing Time: 4, Priority: 0
Job created at 8540, Arrival Time: 8540, Processing Time: 10, Priority: 0
Job created at 8546, Arrival Time: 8546, Processing Time: 3, Priority: 0
Job created at 8550, Arrival Time: 8550, Processing Time: 4, Priority: 0
Job created at 8551, Arrival Time: 8551, Processing Time: 12, Priority: 0
Job created at 8551, Arrival Time: 8551, Processing Time: 9, Priority: 0
Job created at 8554, Arrival Time: 8554, Processing Time: 11, Priority: 1
Job created at 8556, Arrival Time: 8556, Processing Time: 4, Priority: 0
Job created at 8560, Arrival Time: 8560, Processing Time: 8, Priority: 0
Job created at 8560, Arrival Time: 8560, Processing Time: 3, Priority: 0
Job created at 8564, Arrival Time: 8564, Processing Time: 5, Priority: 0
Job created at 8571, Arrival Time: 8571, Processing Time: 7, Priority: 0
Job created at 8571, Arrival Time: 8571, Processing Time: 3, Priority: 0
Job created at 8574, Arrival Time: 8574, Processing Time: 5, Priority: 0
Job created at 8575, Arrival Time: 8575, Processing Time: 11, Priority: 0
Job created at 8576, Arrival Time: 8576, Processing Time: 10, Priority: 1
Job created at 8579, Arrival Time: 8579, Processing Time: 8, Priority: 0
Job created at 8580, Arrival Time: 8580, Processing Time: 4, Priority: 0
Job created at 8586, Arrival Time: 8586, Processing Time: 2, Priority: 0
Job created at 8589, Arrival Time: 8589, Processing Time: 3, Priority: 0
Job created at 8590, Arrival Time: 8590, Processing Time: 7, Priority: 0
Job created at 8594, Arrival Time: 8594, Processing Time: 1, Priority: 0
Job created at 8600, Arrival Time: 8600, Processing Time: 1, Priority: 0
Job created at 8600, Arrival Time: 8600, Processing Time: 14, Priority: 0
Job created at 8601, Arrival Time: 8601, Processing Time: 10, Priority: 0
Job created at 8604, Arrival Time: 8604, Processing Time: 5, Priority: 0
Job created at 8610, Arrival Time: 8610, Processing Time: 6, Priority: 0
Job created at 8610, Arrival Time: 8610, Processing Time: 5, Priority: 0
Job created at 8610, Arrival Time: 8610, Processing Time: 9, Priority: 1
Job created at 8616, Arrival Time: 8616, Processing Time: 4, Priority: 0
Job created at 8619, Arrival Time: 8619, Processing Time: 9, Priority: 0
Job created at 8619, Arrival Time: 8619, Processing Time: 4, Priority: 0
Job created at 8624, Arrival Time: 8624, Processing Time: 4, Priority: 0
Job created at 8624, Arrival Time: 8624, Processing Time: 12, Priority: 0
Job created at 8630, Arrival Time: 8630, Processing Time: 6, Priority: 0
Job created at 8630, Arrival Time: 8630, Processing Time: 2, Priority: 0
Job created at 8635, Arrival Time: 8635, Processing Time: 4, Priority: 0
Job created at 8639, Arrival Time: 8639, Processing Time: 8, Priority: 0
Job created at 8640, Arrival Time: 8640, Processing Time: 5, Priority: 0
Job created at 8641, Arrival Time: 8641, Processing Time: 11, Priority: 1
Job created at 8644, Arrival Time: 8644, Processing Time: 1, Priority: 0
Job created at 8649, Arrival Time: 8649, Processing Time: 1, Priority: 0
Job created at 8650, Arrival Time: 8650, Processing Time: 15, Priority: 0
Job created at 8651, Arrival Time: 8651, Processing Time: 7, Priority: 0
Job created at 8656, Arrival Time: 8656, Processing Time: 2, Priority: 0
Job created at 8661, Arrival Time: 8661, Processing Time: 9, Priority: 0
Job created at 8661, Arrival Time: 8661, Processing Time: 2, Priority: 0
Job created at 8664, Arrival Time: 8664, Processing Time: 3, Priority: 0
Job created at 8669, Arrival Time: 8669, Processing Time: 12, Priority: 1
Job created at 8670, Arrival Time: 8670, Processing Time: 10, Priority: 0
Job created at 8671, Arrival Time: 8671, Processing Time: 3, Priority: 0
Job created at 8674, Arrival Time: 8674, Processing Time: 11, Priority: 0
Job created at 8675, Arrival Time: 8675, Processing Time: 3, Priority: 0
Job created at 8679, Arrival Time: 8679, Processing Time: 8, Priority: 0
Job created at 8681, Arrival Time: 8681, Processing Time: 2, Priority: 0
Job created at 8685, Arrival Time: 8685, Processing Time: 5, Priority: 0
Job created at 8689, Arrival Time: 8689, Processing Time: 10, Priority: 0
Job created at 8691, Arrival Time: 8691, Processing Time: 1, Priority: 0
Job created at 8694, Arrival Time: 8694, Processing Time: 4, Priority: 0
Job created at 8697, Arrival Time: 8697, Processing Time: 9, Priority: 1
Job created at 8699, Arrival Time: 8699, Processing Time: 9, Priority: 0
Job created at 8701, Arrival Time: 8701, Processing Time: 14, Priority: 0
Job created at 8701, Arrival Time: 8701, Processing Time: 1, Priority: 0
Job created at 8704, Arrival Time: 8704, Processing Time: 2, Priority: 0
Job created at 8710, Arrival Time: 8710, Processing Time: 10, Priority: 0
Job created at 8710, Arrival Time: 8710, Processing Time: 2, Priority: 0
Job created at 8715, Arrival Time: 8715, Processing Time: 4, Priority: 0
Job created at 8719, Arrival Time: 8719, Processing Time: 7, Priority: 0
Job created at 8721, Arrival Time: 8721, Processing Time: 1, Priority: 0
Job created at 8724, Arrival Time: 8724, Processing Time: 15, Priority: 0
Job created at 8725, Arrival Time: 8725, Processing Time: 4, Priority: 0
Job created at 8729, Arrival Time: 8729, Processing Time: 7, Priority: 0
Job created at 8730, Arrival Time: 8730, Processing Time: 1, Priority: 0
Job created at 8730, Arrival Time: 8730, Processing Time: 9, Priority: 1
Job created at 8735, Arrival Time: 8735, Processing Time: 5, Priority: 0
Job created at 8739, Arrival Time: 8739, Processing Time: 5, Priority: 0
Job created at 8740, Arrival Time: 8740, Processing Time: 10, Priority: 0
Job created at 8744, Arrival Time: 8744, Processing Time: 3, Priority: 0
Job created at 8750, Arrival Time: 8750, Processing Time: 11, Priority: 0
Job created at 8751, Arrival Time: 8751, Processing Time: 10, Priority: 0
Job created at 8751, Arrival Time: 8751, Processing Time: 5, Priority: 0
Job created at 8754, Arrival Time: 8754, Processing Time: 3, Priority: 0
Job created at 8759, Arrival Time: 8759, Processing Time: 8, Priority: 0
Job created at 8760, Arrival Time: 8760, Processing Time: 8, Priority: 1
Job created at 8761, Arrival Time: 8761, Processing Time: 1, Priority: 0
Job created at 8765, Arrival Time: 8765, Processing Time: 2, Priority: 0
Job created at 8769, Arrival Time: 8769, Processing Time: 8, Priority: 0
Job created at 8770, Arrival Time: 8770, Processing Time: 4, Priority: 0
Job created at 8774, Arrival Time: 8774, Processing Time: 2, Priority: 0
Job created at 8775, Arrival Time: 8775, Processing Time: 14, Priority: 0
Job created at 8779, Arrival Time: 8779, Processing Time: 4, Priority: 0
Job created at 8781, Arrival Time: 8781, Processing Time: 7, Priority: 0
Job created at 8786, Arrival Time: 8786, Processing Time: 1, Priority: 0
Job created at 8787, Arrival Time: 8787, Processing Time: 10, Priority: 1
Job created at 8789, Arrival Time: 8789, Processing Time: 10, Priority: 0
Job created at 8789, Arrival Time: 8789, Processing Time: 3, Priority: 0
Job created at 8796, Arrival Time: 8796, Processing Time: 2, Priority: 0
Job created at 8799, Arrival Time: 8799, Processing Time: 7, Priority: 0
Job created at 8800, Arrival Time: 8800, Processing Time: 3, Priority: 0
Job created at 8801, Arrival Time: 8801, Processing Time: 15, Priority: 0
Job created at 8805, Arrival Time: 8805, Processing Time: 5, Priority: 0
Job created at 8810, Arrival Time: 8810, Processing Time: 2, Priority: 0
Job created at 8810, Arrival Time: 8810, Processing Time: 7, Priority: 0
Job created at 8815, Arrival Time: 8815, Processing Time: 4, Priority: 0
Job created at 8819, Arrival Time: 8819, Processing Time: 9, Priority: 0
Job created at 8821, Arrival Time: 8821, Processing Time: 1, Priority: 0
Job created at 8821, Arrival Time: 8821, Processing Time: 11, Priority: 1
Job created at 8825, Arrival Time: 8825, Processing Time: 3, Priority: 0
Job created at 8825, Arrival Time: 8825, Processing Time: 14, Priority: 0
Job created at 8829, Arrival Time: 8829, Processing Time: 10, Priority: 0
Job created at 8831, Arrival Time: 8831, Processing Time: 3, Priority: 0
Job created at 8836, Arrival Time: 8836, Processing Time: 2, Priority: 0
Job created at 8839, Arrival Time: 8839, Processing Time: 4, Priority: 0
Job created at 8839, Arrival Time: 8839, Processing Time: 8, Priority: 0
Job created at 8844, Arrival Time: 8844, Processing Time: 2, Priority: 0
Job created at 8846, Arrival Time: 8846, Processing Time: 11, Priority: 1
Job created at 8849, Arrival Time: 8849, Processing Time: 13, Priority: 0
Job created at 8851, Arrival Time: 8851, Processing Time: 4, Priority: 0
Job created at 8851, Arrival Time: 8851, Processing Time: 7, Priority: 0
Job created at 8856, Arrival Time: 8856, Processing Time: 1, Priority: 0
Job created at 8859, Arrival Time: 8859, Processing Time: 7, Priority: 0
Job created at 8859, Arrival Time: 8859, Processing Time: 2, Priority: 0
Job created at 8864, Arrival Time: 8864, Processing Time: 5, Priority: 0
Job created at 8869, Arrival Time: 8869, Processing Time: 2, Priority: 0
Job created at 8870, Arrival Time: 8870, Processing Time: 9, Priority: 0
Job created at 8874, Arrival Time: 8874, Processing Time: 11, Priority: 0
Job created at 8876, Arrival Time: 8876, Processing Time: 4, Priority: 0
Job created at 8877, Arrival Time: 8877, Processing Time: 10, Priority: 1
Job created at 8879, Arrival Time: 8879, Processing Time: 2, Priority: 0
Job created at 8881, Arrival Time: 8881, Processing Time: 9, Priority: 0
Job created at 8886, Arrival Time: 8886, Processing Time: 4, Priority: 0
Job created at 8889, Arrival Time: 8889, Processing Time: 10, Priority: 0
Job created at 8891, Arrival Time: 8891, Processing Time: 4, Priority: 0
Job created at 8895, Arrival Time: 8895, Processing Time: 3, Priority: 0
Job created at 8899, Arrival Time: 8899, Processing Time: 10, Priority: 0
Job created at 8899, Arrival Time: 8899, Processing Time: 1, Priority: 0
Job created at 8899, Arrival Time: 8899, Processing Time: 11, Priority: 0
Job created at 8904, Arrival Time: 8904, Processing Time: 4, Priority: 0
Job created at 8909, Arrival Time: 8909, Processing Time: 9, Priority: 1
Job created at 8910, Arrival Time: 8910, Processing Time: 10, Priority: 0
Job created at 8910, Arrival Time: 8910, Processing Time: 2, Priority: 0
Job created at 8914, Arrival Time: 8914, Processing Time: 3, Priority: 0
Job created at 8919, Arrival Time: 8919, Processing Time: 3, Priority: 0
Job created at 8921, Arrival Time: 8921, Processing Time: 10, Priority: 0
Job created at 8924, Arrival Time: 8924, Processing Time: 2, Priority: 0
Job created at 8925, Arrival Time: 8925, Processing Time: 12, Priority: 0
Job created at 8930, Arrival Time: 8930, Processing Time: 8, Priority: 0
Job created at 8931, Arrival Time: 8931, Processing Time: 5, Priority: 0
Job created at 8934, Arrival Time: 8934, Processing Time: 5, Priority: 0
Job created at 8939, Arrival Time: 8939, Processing Time: 2, Priority: 0
Job created at 8941, Arrival Time: 8941, Processing Time: 6, Priority: 0
Job created at 8945, Arrival Time: 8945, Processing Time: 8, Priority: 1
Job created at 8946, Arrival Time: 8946, Processing Time: 1, Priority: 0
Job created at 8949, Arrival Time: 8949, Processing Time: 13, Priority: 0
Job created at 8949, Arrival Time: 8949, Processing Time: 6, Priority: 0
Job created at 8950, Arrival Time: 8950, Processing Time: 2, Priority: 0
Job created at 8956, Arrival Time: 8956, Processing Time: 3, Priority: 0
Job created at 8960, Arrival Time: 8960, Processing Time: 7, Priority: 0
Job created at 8961, Arrival Time: 8961, Processing Time: 1, Priority: 0
Job created at 8965, Arrival Time: 8965, Processing Time: 5, Priority: 0
Job created at 8969, Arrival Time: 8969, Processing Time: 6, Priority: 0
Job created at 8971, Arrival Time: 8971, Processing Time: 2, Priority: 0
Job created at 8973, Arrival Time: 8973, Processing Time: 11, Priority: 1
Job created at 8974, Arrival Time: 8974, Processing Time: 1, Priority: 0
Job created at 8974, Arrival Time: 8974, Processing Time: 12, Priority: 0
Job created at 8979, Arrival Time: 8979, Processing Time: 3, Priority: 0
Job created at 8981, Arrival Time: 8981, Processing Time: 8, Priority: 0
Job created at 8986, Arrival Time: 8986, Processing Time: 3, Priority: 0
Job created at 8990, Arrival Time: 8990, Processing Time: 10, Priority: 0
Job created at 8991, Arrival Time: 8991, Processing Time: 3, Priority: 0
Job created at 8996, Arrival Time: 8996, Processing Time: 1, Priority: 0
Job created at 8997, Arrival Time: 8997, Processing Time: 8, Priority: 1
Job created at 9000, Arrival Time: 9000, Processing Time: 5, Priority: 0
Job created at 9000, Arrival Time: 9000, Processing Time: 9, Priority: 0
Job created at 9001, Arrival Time: 9001, Processing Time: 15, Priority: 0
Job created at 9005, Arrival Time: 9005, Processing Time: 1, Priority: 0
Job created at 9011, Arrival Time: 9011, Processing Time: 8, Priority: 0
Job created at 9011, Arrival Time: 9011, Processing Time: 1, Priority: 0
Job created at 9015, Arrival Time: 9015, Processing Time: 5, Priority: 0
Job created at 9019, Arrival Time: 9019, Processing Time: 3, Priority: 0
Job created at 9020, Arrival Time: 9020, Processing Time: 6, Priority: 0
Job created at 9024, Arrival Time: 9024, Processing Time: 5, Priority: 0
Job created at 9026, Arrival Time: 9026, Processing Time: 11, Priority: 0
Job created at 9030, Arrival Time: 9030, Processing Time: 12, Priority: 1
Job created at 9031, Arrival Time: 9031, Processing Time: 10, Priority: 0
Job created at 9031, Arrival Time: 9031, Processing Time: 1, Priority: 0
Job created at 9035, Arrival Time: 9035, Processing Time: 3, Priority: 0
Job created at 9039, Arrival Time: 9039, Processing Time: 3, Priority: 0
Job created at 9039, Arrival Time: 9039, Processing Time: 10, Priority: 0
Job created at 9045, Arrival Time: 9045, Processing Time: 4, Priority: 0
Job created at 9049, Arrival Time: 9049, Processing Time: 5, Priority: 0
Job created at 9050, Arrival Time: 9050, Processing Time: 6, Priority: 0
Job created at 9051, Arrival Time: 9051, Processing Time: 15, Priority: 0
Job created at 9055, Arrival Time: 9055, Processing Time: 4, Priority: 0
Job created at 9059, Arrival Time: 9059, Processing Time: 7, Priority: 0
Job created at 9060, Arrival Time: 9060, Processing Time: 5, Priority: 0
Job created at 9062, Arrival Time: 9062, Processing Time: 10, Priority: 1
Job created at 9065, Arrival Time: 9065, Processing Time: 3, Priority: 0
Job created at 9069, Arrival Time: 9069, Processing Time: 10, Priority: 0
